"case_id","Pl_type_verdict","Pl_type_judgement","Pl_type_minutes","Def_type_verdict","Def_type_judgement","Def_type_minutes","Pl_gender_verdict","Pl_gender_judgement","Def_gender_verdict","Def_gender_judgement","Number_pl_verdict","Number_pl_judgement","Number_def_verdict","Number_def_judgement","Trial_start_minutes","Trial_start_docket","Verdict_date_minutes","Verdict_date_docket","NumberofDaysinTrial","NumberofDaysinTrial_docket","Multiple_trials_note","Judge_initial_assignment","Magistrate_assignment","Judge_jury_trial_minutes","Judge_jury_trial_docket","SeatedJurySize_beg","SeatedJurySize_end","JuryPoolSize","Excused_by_court","Plaintiff_challenges","Defendant_challenges","Voir_dire_start","Voir_dire_end","Voir_dire_recess_times","Voir_dire_recess_length","Voir_dire_time","VD_extras","Deliberation_time","Deliberation_time_flag","Deliberation_days","Delib_schedule","Non_economic_damages_requested","Punitive_damages_requested","Monetary_award","Damages_itemized","Damages_sum_check","Outcome_verdict","Outcome_judgement","Outcome_docket","Verdict_note","Non_economic_damages_awarded","Punitive_damages_awarded","Percent_plaintiff_liable"
"1102557","federal agency","federal government agency",NA,"corporation","corporation",NA,NA,NA,NA,NA,"1","1","1","1",NA,"04/08/2013",NA,"04/12/2013",NA,"5",NA,"Judge Lewis T. Babcock","Magistrate Judge Craig B. Shaffer",NA,"Judge Christine M. Arguello",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES","YES",30543.25,"[{""question"":""Q4 Back Pay"",""amount"":132347,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q4 Emotional Pain and Mental Anguish Damages"",""amount"":0,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q6 Reduction of back pay for failure to mitigate"",""amount"":101803.75,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q8 Punitive damages"",""amount"":0,""recipient"":""plaintiff"",""type"":""punitive""}]","ok","plaintiff","plaintiff","plaintiff","Jury found for plaintiff on disability discrimination (Q1 Yes) but not on unlawful use of medical examination (Q2 No). Defendant's direct threat affirmative defense rejected (Q3 No). Back pay awarded but reduced for failure to mitigate. Punitive damages denied.",NA,NA,NA
"1202735","individual","individual","individual","individual","individual","individual","Male","Male","Male","Male","1","1","3","3","05/18/2015","05/18/2015","05/22/2015","05/22/2015","5","5",NA,"Judge Richard P. Matsch","Magistrate Judge Boyd N. Boland","Senior District Judge Richard P. Matsch","Judge Richard P. Matsch","12","11",NA,"3","3","3","09:00 AM","11:12 AM","10:45 AM to 11:08 AM",23,109,"At 10:30 a.m., bench conference where counsel pass jury panel for cause and request no additional voir dire by the Court. At 10:35 a.m., Court outlines trial stages and outlines protocol for jurors during trial. Challenges for cause and peremptory challenges listed. At 10:45 a.m., jury excused from the courtroom. At 11:10 a.m., jury enters.",335,NA,2,"Day 1: 1:30 PM to 4:23 PM, 173 min; Day 2: 9:00 AM to 11:42 AM, 162 min","NO","NO",72583,"[{""question"":""Damages sustained caused by violations of the Fourth Amendment"",""amount"":72583,""recipient"":""plaintiff"",""type"":""null""}]","ok","plaintiff","plaintiff","plaintiff","Court had already ruled that Weatherill and Hartbauer violated the Fourth Amendment by entry and removal of plaintiff from van; jury decided on excessive force claim and damages. Question 1 (excessive force by Weatherill and Hartbauer): No. Question 2 (Stan Bishop liable for conduct of Weatherill and Hartbauer): Yes. Question 3 (damages from Fourth Amendment violations): Yes, $72,583.",NA,NA,NA
"1302826","individual","individual","individual","government","state agency, individual","government","Female","Female",NA,"Mixed","1","1","1","3","01/30/2017","01/30/2017","02/07/2017","02/07/2017","7","7",NA,"Judge Wiley Y. Daniel","Magistrate Judge Craig B. Shaffer","Senior Judge Wiley Y. Daniel","Judge Wiley Y. Daniel","10","10",NA,"6","3","3","10:16 AM","1:31 PM","12:00 PM to 12:19 PM",19,176,"At 10:02 a.m. Court in Session - Jury present; Court's opening remarks to prospective jurors. At 10:03 a.m. Voir dire oath given. These events occurred before voir dire by Court began at 10:16 a.m. Before the jury was sworn at 1:31 p.m., voir dire by Court continued at 1:24 p.m., and peremptory challenges by Plaintiff and Defendant were listed.",446,NA,1,"Day 1: 9:00 AM to 4:26 PM, 446 min","NO","NO",0,"[{""question"":""Damages award to plaintiff (Question 5)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found for defendant on Question 1 (Equal Pay Act discrimination claim). Questions 2-5 were not answered as the jury found no liability.",NA,NA,NA
"1400348","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","08/22/2016","08/22/2016","08/26/2016","08/26/2016","5","5",NA,"Judge Richard P. Matsch","Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Michael E. Hegarty","Magistrate Judge Michael E. Hegarty","7","7",NA,"3","3","3","09:38 AM","11:36 AM",NA,0,118,"At 9:38 a.m., jury brought in and court makes preliminary statements to the jury; jurors sworn for voir dire. Thirteen jurors called to the jury box. At 11:14 a.m., bench conference with counsel. At 11:17 a.m., bench conference with counsel and juror 100326927.",124,NA,1,"Day 1: 11:56 AM to 2:00 PM, 124 min","NO","NO",0,"[{""question"":""Q5 — Total amount of back pay damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 — Amount to reduce plaintiff's back pay damages (mitigation)"",""amount"":{},""recipient"":""defendant"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury answered No to Question 1 (plaintiff did not prove he was unaware of the ineligible for rehire designation until 2013), ending deliberations. Questions 2-6 were not answered. Verdict for defendant.",NA,NA,NA
"1400778","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","09/12/2016","09/12/2016","09/23/2016","09/23/2016","10","10",NA,"Judge Richard P. Matsch","Magistrate Judge Craig B. Shaffer","Judge Robert E. Blackburn","Judge Robert E. Blackburn","9","9",NA,"9","3","3","10:03 AM","12:08 PM","11:05 AM to 11:23 AM",18,107,"At 9:36 a.m. court in session; at 9:38 a.m. civil voir dire oath given to jury panel; opening statements by the court; at 9:42 a.m. court introduces plaintiff; at 9:43 a.m. court introduces defendants; court introduces court staff; further statements by the court — all occurring before voir dire by court commences at 10:03 a.m. At the end, bench conference from 11:57 a.m. to 12:00 p.m., parties exercise peremptory challenges, then civil jury oath administered at 12:08 p.m.",303,NA,1,"Day 1: 12:20 PM to 5:23 PM, 303 min","NO","YES",0,"[{""question"":""Form A Q5a — Lost employee time due to TECSYS software being inaccessible"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q5b — Employee time and expenses for TECSYS software training"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q5c — Employee time and expenses for dry run training"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q5d — Cost of equipment purchased solely for TECSYS software implementation"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q5e — Employee time spent working with TECSYS to resolve problems"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q5f — Employee time spent on issues caused by TECSYS software in connection to month end close"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q5g — Cost of assignment of one full time US Welding employee as point of contact with TECSYS 2010-2015"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q5h — Lost profits"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q5i — Payments made by US Welding to TECSYS for software and services"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q7 — Amount of damages plaintiff suffered due to failure to mitigate"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A Q9 — Punitive damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Form B Q7 — Damages for breach of contract"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B Q9a — Lost employee time due to TECSYS software being inaccessible"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B Q9b — Employee time and expenses for TECSYS software training"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B Q9c — Employee time and expenses for dry run training"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B Q9d — Cost of equipment purchased solely for TECSYS software implementation"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B Q9e — Employee time spent working with TECSYS to resolve problems"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B Q9f — Employee time spent on issues caused by TECSYS software in connection to month end close"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B Q9g — Cost of assignment of one full time US Welding employee as point of contact with TECSYS 2010-2015"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B Q9h — Lost profits"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B Q11 — Amount of damages plaintiff suffered due to failure to mitigate"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q7 — Damages for breach of implied duty of good faith and fair dealing"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q9a — Lost employee time due to TECSYS software being inaccessible"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q9b — Employee time and expenses for TECSYS software training"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q9c — Employee time and expenses for dry run training"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q9d — Cost of equipment purchased solely for TECSYS software implementation"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q9e — Employee time spent working with TECSYS to resolve problems"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q9f — Employee time spent on issues caused by TECSYS software in connection to month end close"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q9g — Cost of assignment of one full time US Welding employee as point of contact with TECSYS 2010-2015"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q9h — Lost profits"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form C Q11 — Amount of damages plaintiff suffered due to failure to mitigate"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Document contains 3 verdict forms: Form A (Fraudulent Misrepresentation or Concealment), Form B (Breach of Contract), and Form C (Breach of Implied Duty of Good Faith & Fair Dealing). All three forms found for the defendant on the primary liability question (Q1 answered NO on each form), so no damages were awarded to the plaintiff on any form.",NA,NA,NA
"1402403","individual","individual","individual","individual","individual","individual","Male","Male","Female","Female","1","1","1","1","06/11/2018","06/11/2018","06/12/2018","06/12/2018","2","2","Multiple trial sequences found. First scheduled trial on 12/19/2017 was vacated and reset (no jury seated, trial vacated). Second scheduled trial on 4/24/2018 (Jury Trial Day 1) was continued to 6/11-12/2018. Final completed trial was 6/11-6/12/2018 (2 days), ending in jury verdict for plaintiff. The 4/24/2018 entry appears to be a continuation/reset rather than a separate completed sequence, but researchers should verify whether a jury was seated on 4/24/2018.","Magistrate Judge Boyd N. Boland","Magistrate Judge Boyd N. Boland","Chief Judge Marcia S. Krieger","Chief Judge Marcia S. Krieger",NA,NA,NA,NA,NA,NA,"08:50 AM","10:15 AM",NA,0,85,"Jurors sworn for voir dire; Voir dire by the Court; Counsel exercise their challenges; Jurors sworn to try the case — all occurring between 8:50 a.m. and the 10:15 a.m. recess",179,NA,1,"Day 1: 10:44 AM to 1:43 PM, 179 min","NO","NO",250,"[{""question"":""Question 4: Amount of damages awarded to Mr. Rabidue against Ms. Dang"",""amount"":250,""recipient"":""plaintiff"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff","Verdict in favor of plaintiff Mr. Rabidue on deliberate indifference to serious medical need claim; damages awarded of $250.00",NA,NA,NA
"1402565","corporation","corporation","corporation","individual","individual","individual",NA,NA,"mixed","mixed","1","1","3","3","10/31/2016","10/31/2016","11/04/2016","11/04/2016","5","5",NA,"Judge Wiley Y. Daniel","Magistrate Judge Michael J. Watanabe","Judge Raymond P. Moore","Judge Raymond P. Moore","8","7",NA,NA,"3","3","09:21 AM","11:26 AM","10:48 AM to 11:05 AM",17,108,"At 11:06 a.m. Voir dire by Ms. Miletich; at 11:17 a.m. counsel pass the panel for cause at the bench; peremptory challenges listed; eight jurors sworn to try the case — all occurring before the 11:26 a.m. jury instructions timestamp",279,NA,1,"Day 1: 12:11 PM to 4:50 PM, 279 min","NO","YES",0,"[{""question"":""Actual damages against Defendant Glenn McQuate"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Actual damages against Defendant Paul Prouty"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Actual damages against Defendant Mary Wong"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Punitive damages against Defendant Glenn McQuate"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Punitive damages against Defendant Paul Prouty"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Punitive damages against Defendant Mary Wong"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount","defendant","defendant","defendant","All claims found in favor of defendants on all counts for all three defendants (Glenn McQuate, Paul Prouty, Mary Wong). No damages awarded.",NA,NA,NA
"1500720","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","08/14/2017","08/14/2017","08/18/2017","08/18/2017","5","5",NA,"Judge Wiley Y. Daniel","Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Nina Y. Wang","Magistrate Judge Nina Y. Wang","8","7",NA,"0","3","3","09:24 AM","12:56 PM","10:50 AM to 11:09 AM; 12:13 PM to 12:33 PM",39,173,"At 9:24 a.m., the jury pool is present and sworn before voir dire begins. At 12:00 p.m., jury is escorted out of the courtroom; at 12:04 p.m., discussion and argument held regarding Batson challenge, prior to the court's ruling and empanelment.",363,NA,2,"Day 1: 1:12 PM to 4:01 PM, 169 min; Day 2: 1:17 PM to 4:31 PM, 194 min","YES","NO",580000,"[{""question"":""Noneconomic losses or injuries (Question 5a)"",""amount"":100000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Economic losses (Question 5b)"",""amount"":500000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Reduction for failure to mitigate damages (Question 5c)"",""amount"":20000,""recipient"":""defendant"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff",NA,100000,NA,NA
"1501068","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","01/09/2017","01/09/2017","01/12/2017","01/12/2017","4","4",NA,"Judge Lewis T. Babcock","Magistrate Judge Kristen L. Mix","Judge Lewis T. Babcock","Judge Lewis T. Babcock","9","9",NA,"2","3","3","9:45 AM","10:36 AM",NA,0,51,"At the start of voir dire, prior events at the same session (9:09 a.m.) included: jury panel present, court's opening remarks, court advises jury panel regarding stipulated facts, jurors sworn for voir dire, fifteen jurors called to the jury box, and counsel introduce themselves and those seated at counsel tables.",210,NA,1,"Day 1: 10:40 AM to 2:10 PM, 210 min","YES","NO",0,"[{""question"":""Non-economic losses or injuries (excluding physical impairment or disfigurement)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Economic losses (excluding physical impairment or disfigurement)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Physical impairment or disfigurement"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found for defendant on liability questions 2, 3, and 4 (all answered No), so damages questions were not reached. The form stopped at the liability stage.",NA,NA,NA
"1501795","individual","individual","individual","individual","individual","individual","Male","Male","Male","Mixed","1","1","2","2","09/25/2017","09/25/2017","09/27/2017","09/27/2017","3","3",NA,"Chief Judge Marcia S. Krieger","Magistrate Judge Michael J. Watanabe","Magistrate Judge Michael J. Watanabe","Magistrate Judge Michael J. Watanabe","8","8",NA,"2","3","3","9:08 AM","10:40 AM",NA,0,92,"Prior to court voir dire at 9:08 AM, at 9:03 a.m. there was a Statement by the Court, and at 9:07 a.m. all jurors were sworn for voir dire. Before the jury was sworn to try the case at 10:40 a.m., at 10:38 a.m. eight jurors were selected and at 10:39 a.m. jurors not selected were excused.",137,NA,1,"Day 1: 11:02 AM to 1:19 PM, 137 min","YES","YES",0,"[{""question"":""Question Five: Actual damages awarded to Mr. Forbes"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Question Six: Punitive damages awarded to Mr. Forbes"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Verdict in favor of both defendants on all claims: unlawful arrest (Q1), excessive force (Q2), willful and wanton negligence (Q3), and outrageous conduct (Q4). Questions 5 and 6 (damages) were not reached.",NA,NA,NA
"1501974","individual","individual","individual","individual","individual","individual","Male","Male","Mixed","Mixed","1","1","2","3","08/07/2017","08/07/2017","08/14/2017","08/14/2017","6","6",NA,"Judge William J. Martinez","Magistrate Judge Kristen L. Mix","Judge William J. Martínez","Judge William J. Martinez",NA,"8",NA,"13",NA,NA,"02:15 PM",NA,"03:34 PM to 03:57 PM",23,NA,"At the 02:08 PM timestamp before voir dire commenced: jury panel present and court's opening remarks to the jury.",243,NA,1,"Day 1: 12:36 PM to 04:39 PM, 243 min","NO","NO",NA,NA,"no itemized damages","defendant","defendant","defendant","This document is courtroom minutes from jury trial day six, not a verdict form itself. The verdict was read aloud by the court but the specific findings and amounts are not recorded in this document. Based on public record, the jury found for defendants on Mueller's claims and for Taylor Swift on her counterclaim, awarding her $1. Outcome recorded as defendant (counterclaim prevailed).",NA,NA,NA
"1502785","corporation","individual, corporation","individual, corporation","individual, corporation","individual, corporation","individual, corporation",NA,"Male","Male","Male","1","3","3","3","02/11/2019","02/11/2019","02/15/2019","02/15/2019","5","5",NA,"Magistrate Judge Gordon P. Gallagher","Magistrate Judge Gordon P. Gallagher","Judge Raymond P. Moore","Judge Raymond P. Moore","8","8",NA,"1","3","3","9:22 AM","11:17 AM","10:35 AM to 10:51 AM",16,99,"At 9:19 a.m. jury panel is present and introductory statements by the Court occurred before the jury panel was sworn on voir dire at 9:22 a.m. At 11:17 a.m. counsel exercise their peremptory challenges, which occurred at the same timestamp as the end of voir dire activity before the jury was sworn.",892,NA,2,"Day 1: 9:00 AM to 5:06 PM, 486 min; Day 2: 9:00 AM to 3:46 PM, 406 min","NO","NO",475000,"[{""question"":""Lost profits recoverable by Plaintiff"",""amount"":475000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Reasonable royalty rate per unit"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Total number of infringing units sold by Defendants"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Monetary value of the reasonable royalty"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","plaintiff","plaintiff","plaintiff","Patent infringement case. Jury found infringement on all questions (direct literal, doctrine of equivalents, contributory, and induced) for all three generations of products. Willfulness found only as to Defendant Von Honnecke. Patent not invalid (anticipation: No; obviousness: No). Lost profits awarded; reasonable royalty fields left blank.",NA,NA,NA
"1600447","individual","individual","individual","individual","individual","individual","Male","Male","Male","Male","1","1","1","1","10/07/2019","10/07/2019","10/09/2019","10/09/2019","3","3",NA,"Judge Philip A. Brimmer","Magistrate Judge Kristen L. Mix","Chief Judge Philip A. Brimmer","Chief Judge Philip A. Brimmer","9",NA,NA,"2","2","3","9:02 AM","10:40 AM","10:18 AM to 10:33 AM",15,83,"At 10:33 a.m. to 10:34 a.m., bench conference where counsel pass the jury for cause; jurors excused for cause listed; plaintiff's and defendant's peremptory challenges listed — all occurring before the nine jurors were selected and sworn at 10:40 a.m.",80,NA,1,"Day 1: 3:40 PM to 5:00 PM, 80 min","YES","YES",0,"[{""question"":""Medical expenses (compensatory damages)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Non-economic damages (compensatory damages)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Nominal damages (if no compensatory damages found)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Punitive damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found plaintiff did physically resist removal from cell (Q1: Yes), but force used was not more than reasonably necessary (Q2: No), and plaintiff did not prove unreasonable force claim (Q3: No). Questions 4 and 5 were not answered per instructions.",NA,NA,NA
"1603000","individual","individual","individual","individual","individual","individual","Female","Female","Male","Male","1","1","4","4","09/10/2018","09/10/2018","09/27/2018","09/27/2018","13","13",NA,"Judge Richard P. Matsch","Magistrate Judge Kathleen M. Tafoya","Judge R. Brooke Jackson","Judge R. Brooke Jackson","7","7","36","5","3","3","09:28 AM","12:57 PM","10:43 AM to 10:57 AM",14,195,NA,233,NA,1,"Day 1: 1:13 PM to 5:06 PM, 233 min","YES","NO",0,"[{""question"":""Past medical and health care expenses"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Past lost earnings/lost earning capacity"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Future lost earnings/lost earning capacity"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Future medical and health care expenses"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Past non-economic losses"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Future non-economic losses"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found all four defendants NOT negligent (Question 1 answered NO for all defendants). The form stopped at Question 1 per instructions; no damages were awarded. Questions 2-4 were not reached.",NA,NA,NA
"1700025","individual","individual","individual","corporation","corporation","corporation","Female","Female",NA,NA,"1","1","1","1","02/20/2018","02/20/2018","02/22/2018","02/22/2018","3","3",NA,"Magistrate Judge Craig B. Shaffer","Magistrate Judge Craig B. Shaffer","Senior Judge Wiley Y. Daniel","Judge Wiley Y. Daniel","10","10",NA,"0","3","3","09:35 AM","12:27 PM","10:50 AM to 11:12 AM",22,150,"At 9:24 a.m. Court in Session with jury present, Court's opening remarks to prospective jurors given before voir dire oath at 9:25 a.m., then voir dire by Court commenced at 9:35 a.m. At 12:25 p.m. Court reads preliminary jury instructions before jury sworn at 12:27 p.m.",276,NA,1,"Day 1: 11:30 AM to 4:06 PM, 276 min","NO","YES",400000,"[{""question"":""Question 3 — Actual damages on Fair Credit Reporting Act claims"",""amount"":25000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Question 4 — Punitive damages on Fair Credit Reporting Act claim"",""amount"":360000,""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Question 6 — Damages on Breach of Contract claim"",""amount"":15000,""recipient"":""plaintiff"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff",NA,NA,360000,NA
"1700584","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","10/15/2018","10/15/2018","10/18/2018","10/18/2018","4","4",NA,"Judge Philip A. Brimmer","Magistrate Judge Nina Y. Wang","Judge Philip A. Brimmer","Judge Philip A. Brimmer","9",NA,NA,"2","3","3","9:26 AM","11:46 AM","10:29 AM to 10:47 AM",18,122,"At 9:13 a.m., jurors present and fifteen jurors seated in the jury box; Court's preliminary remarks and introduction of staff, counsel, and parties; Statement by the Court; All jurors sworn for voir dire — all occurring before voir dire by Court began at 9:26 a.m. At 11:40 a.m., counsel pass jurors for cause; jurors excused for cause listed; plaintiff's and defendant's peremptory challenges listed — all occurring before nine jurors selected and jury panel sworn at 11:46 a.m.",NA,"one or more days had unresolvable times — verify manually",1,NA,"YES","NO",0,"[{""question"":""Non-economic losses or injuries"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Physical impairment damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""}]","verify — one or more line items had no amount","defendant","defendant","plaintiff","Jury found for defendant on premises liability claim (Question 1 answered NO); questions 2-4 not answered as instructed.",NA,NA,NA
"1701341","individual","individual",NA,"individual","individual",NA,"Male","Male","Mixed","Female","1","1","2","2",NA,"09/16/2019",NA,"09/18/2019",NA,"3",NA,"Magistrate Judge Gordon P. Gallagher","Magistrate Judge Gordon P. Gallagher",NA,"Judge Christine M. Arguello",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO","YES",180002,"[{""question"":""Q3 — Compensatory damages against Sgt. Watson (Claim 1)"",""amount"":1,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q5 — Punitive damages against Sgt. Watson (Claim 1)"",""amount"":60000,""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Q8 — Compensatory damages against Lt. Prieto (Claim 2)"",""amount"":1,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q10 — Punitive damages against Lt. Prieto (Claim 2)"",""amount"":120000,""recipient"":""plaintiff"",""type"":""punitive""}]","ok","plaintiff","plaintiff","plaintiff","Single verdict form covering two claims: Claim 1 (First Amendment retaliation against Sgt. Watson) and Claim 2 (Fourteenth Amendment procedural due process against Lt. Prieto). Plaintiff prevailed on both claims.",NA,180000,NA
"1702629","individual","individual","individual","corporation","corporation","corporation","Mixed","Mixed",NA,NA,"2","2","1","1","05/06/2019","05/06/2019","05/08/2019","05/08/2019","3","3",NA,"Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Kathleen M. Tafoya","8","8",NA,"1","3","3","10:17 AM","11:55 AM",NA,0,98,"At 10:04 a.m. (before voir dire start at 10:17 a.m.), appearances of counsel, jurors present, court's opening remarks to prospective jurors, and fourteen jurors called to the jury box. Court reads statement of case to jurors and counsel reads list of potential witnesses.",88,NA,1,"Day 1: 1:55 PM to 3:23 PM, 88 min","NO","NO",0,"[{""question"":""Dollar amount of covered loss for cost of repair of roof (Question 4)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury answered No to Questions 2 and 3 (defendant did not fail to approve coverage; plaintiffs did not substantially perform), stopping before damages questions. Questions 4, 5, and 6 were left blank.",NA,NA,NA
